iter	Passed	Remaining
1664	224754	45220
1665	224881	45084
1666	224990	44944
1667	225091	44802
1668	225191	44660
1669	225303	44521
1670	225406	44379
1671	225510	44238
1672	225614	44098
1673	225728	43959
1674	225843	43820
1675	225956	43681
1676	226063	43541
1677	226167	43400
1678	226278	43261
1679	226407	43125
1680	226527	42987
1681	226641	42848
1682	226751	42709
1683	226880	42573
1684	227007	42437
1685	227139	42302
1686	227246	42162
1687	227347	42021
1688	227458	41882
1689	227560	41741
1690	227667	41602
1691	227773	41462
1692	227883	41323
1693	227995	41184
1694	228111	41046
1695	228216	40906
1696	228341	40770
1697	228477	40636
1698	228602	40499
1699	228713	40361
1700	228845	40226
1701	228961	40088
1702	229078	39950
1703	229194	39813
1704	229315	39676
1705	229429	39538
1706	229545	39400
1707	229692	39268
1708	229812	39131
1709	229938	38995
1710	230062	38859
1711	230179	38721
1712	230289	38583
1713	230401	38445
1714	230518	38307
1715	230632	38169
1716	230744	38031
1717	230873	37896
1718	230987	37758
1719	231135	37626
1720	231247	37488
1721	231362	37351
1722	231475	37213
1723	231599	37077
1724	231711	36939
1725	231831	36802
1726	231943	36665
1727	232059	36527
1728	232173	36390
1729	232297	36254
1730	232422	36118
1731	232552	35983
1732	232677	35848
1733	232796	35711
1734	232947	35579
1735	233059	35442
1736	233172	35304
1737	233287	35167
1738	233400	35030
1739	233519	34893
1740	233631	34756
1741	233745	34618
1742	233867	34483
1743	233983	34346
1744	234105	34210
1745	234218	34073
1746	234329	33935
1747	234440	33798
1748	234562	33662
1749	234679	33525
1750	234795	33388
1751	234911	33252
1752	235027	33115
1753	235139	32978
1754	235251	32841
1755	235374	32705
1756	235507	32571
1757	235632	32436
1758	235745	32299
1759	235872	32164
1760	236002	32029
1761	236141	31896
1762	236267	31761
1763	236383	31624
1764	236494	31487
1765	236617	31352
1766	236737	31216
1767	236855	31080
1768	236979	30945
1769	237095	30809
1770	237223	30674
1771	237340	30538
1772	237454	30401
1773	237569	30265
1774	237686	30129
1775	237828	29996
1776	237940	29859
1777	238057	29723
1778	238176	29587
1779	238296	29452
1780	238407	29315
1781	238535	29181
1782	238706	29051
1783	238834	28917
1784	239077	28796
1785	239237	28665
1786	239470	28543
1787	239602	28409
1788	239718	28273
1789	239849	28138
1790	239965	28002
1791	240088	27867
1792	240209	27731
1793	240324	27595
1794	240438	27459
1795	240559	27324
1796	240675	27188
1797	240795	27052
1798	240916	26917
1799	241035	26781
1800	241149	26645
1801	241271	26510
1802	241399	26375
1803	241518	26240
1804	241633	26104
1805	241872	25981
1806	242072	25854
1807	242219	25722
1808	242333	25586
1809	242450	25450
1810	242568	25314
1811	242696	25180
1812	242823	25045
1813	242938	24909
1814	243057	24774
1815	243169	24638
1816	243295	24503
1817	243427	24369
1818	243620	24241
1819	243741	24106
1820	243874	23972
1821	243983	23835
1822	244097	23700
1823	244216	23564
1824	244333	23429
1825	244454	23294
1826	244559	23157
1827	244673	23021
1828	244800	22887
1829	244910	22751
1830	245029	22616
1831	245150	22481
1832	245267	22345
1833	245388	22210
1834	245500	22075
1835	245628	21940
1836	245740	21804
1837	245867	21670
1838	246003	21536
1839	246117	21401
1840	246233	21266
1841	246353	21131
1842	246478	20996
1843	246590	20861
1844	246716	20726
1845	246839	20592
1846	246964	20457
1847	247076	20322
1848	247199	20187
1849	247314	20052
1850	247436	19917
1851	247591	19785
1852	247717	19651
1853	247845	19517
1854	247969	19383
1855	248091	19248
1856	248220	19114
1857	248304	18977
1858	248435	18843
1859	248575	18709
1860	248710	18576
1861	248862	18444
1862	248982	18309
1863	249092	18174
1864	249238	18041
1865	249357	17906
1866	249482	17772
1867	249597	17637
1868	249714	17502
1869	249831	17367
1870	249957	17233
1871	250067	17098
1872	250187	16964
1873	250300	16829
1874	250417	16694
1875	250542	16560
1876	250655	16425
1877	250769	16290
1878	250893	16156
1879	251009	16021
1880	251124	15887
1881	251235	15752
1882	251346	15617
1883	251464	15482
1884	251583	15348
1885	251714	15214
1886	251827	15080
1887	251949	14946
1888	252060	14811
1889	252173	14676
1890	252290	14542
1891	252428	14409
1892	252554	14275
1893	252670	14140
1894	252799	14007
1895	252915	13873
1896	253028	13738
1897	253147	13604
1898	253264	13470
1899	253375	13335
1900	253498	13201
1901	253621	13067
1902	253728	12933
1903	253851	12799
1904	253971	12665
1905	254083	12530
1906	254198	12396
1907	254312	12262
1908	254426	12128
1909	254541	11994
1910	254653	11859
1911	254777	11726
1912	254886	11591
1913	255000	11457
1914	255123	11324
1915	255234	11189
1916	255348	11055
1917	255464	10921
1918	255624	10789
1919	255754	10656
1920	255872	10522
1921	255987	10388
1922	256101	10254
1923	256213	10120
1924	256337	9987
1925	256456	9853
1926	256577	9719
1927	256697	9586
1928	256820	9452
1929	256933	9318
1930	257058	9185
1931	257167	9051
1932	257296	8918
1933	257412	8784
1934	257534	8651
1935	257653	8517
1936	257782	8384
1937	257893	8250
1938	258015	8117
1939	258133	7983
1940	258251	7850
1941	258370	7716
1942	258487	7583
1943	258610	7449
1944	258728	7316
1945	258849	7182
1946	258983	7049
1947	259100	6916
1948	259222	6783
1949	259344	6649
1950	259456	6516
1951	259572	6382
1952	259690	6249
1953	259810	6116
1954	259955	5983
1955	260078	5850
1956	260194	5717
1957	260320	5584
1958	260442	5450
1959	260558	5317
1960	260678	5184
1961	260795	5051
1962	260914	4917
1963	261030	4784
1964	261149	4651
1965	261266	4518
1966	261376	4385
1967	261498	4252
1968	261608	4118
1969	261733	3985
1970	261855	3852
1971	261978	3719
1972	262091	3586
1973	262231	3453
1974	262349	3320
1975	262459	3187
1976	262578	3054
1977	262687	2921
1978	262808	2788
1979	262919	2655
1980	263030	2522
1981	263141	2389
1982	263256	2256
1983	263365	2123
1984	263487	1991
1985	263596	1858
1986	263729	1725
1987	263849	1592
1988	263972	1459
1989	264130	1327
1990	264258	1194
1991	264385	1061
1992	264516	929
1993	264643	796
1994	264763	663
1995	264872	530
1996	264997	398
1997	265121	265
1998	265259	132
1999	265394	0
